Current Step,Time Remaining,Expected Temp,External Temp,Chamber Temp,Time
12,53,-4.5,-1.9,-4.5,10273
12,36,-5.5,-2.8,-5.2,10289
12,20,-6.5,-3.9,-6.1,10306
13,840,-7,-5.2,-7.1,10322
13,823,-7,-5.8,-8.1,10339
13,807,-7,-5.3,-8.7,10356
13,790,-7,-4.4,-8.8,10372
13,774,-7,-3.8,-8.3,10389
13,757,-7,-3.8,-7.9,10405
13,741,-7,-3.7,-7.6,10422
13,724,-7,-4.1,-7.5,10438
13,708,-7,-4.6,-7.5,10455
13,691,-7,-5.3,-7.8,10471
13,675,-7,-5.8,-8.2,10488
13,658,-7,-6.1,-8.6,10504
13,642,-7,-6.2,-9,10521
13,625,-7,-6,-9.2,10537
13,608,-7,-5.9,-9.2,10554
13,592,-7,-5.6,-9.1,10571
13,575,-7,-5.5,-8.9,10587
13,559,-7,-5.4,-8.8,10604
13,542,-7,-5.4,-8.7,10620
13,526,-7,-5.4,-8.6,10637
13,509,-7,-5.5,-8.5,10653
13,493,-7,-5.5,-8.5,10670
13,476,-7,-5.5,-8.5,10686
13,460,-7,-5.6,-8.5,10703
13,443,-7,-5.6,-8.5,10719
13,427,-7,-5.8,-8.5,10736
13,410,-7,-5.6,-8.5,10752
13,393,-7,-5.6,-8.5,10769
13,377,-7,-5.8,-8.5,10786
13,360,-7,-5.6,-8.4,10802
13,344,-7,-5.6,-8.4,10819
13,327,-7,-5.6,-8.3,10835
13,311,-7,-5.6,-8.3,10852
13,294,-7,-5.7,-8.3,10868
13,278,-7,-5.8,-8.2,10885
13,261,-7,-5.7,-8.2,10901
13,245,-7,-5.9,-8.2,10918
13,228,-7,-5.7,-8.2,10934
13,211,-7,-5.7,-8.2,10951
13,195,-7,-5.7,-8.1,10967
13,178,-7,-5.7,-8.1,10984
13,162,-7,-5.7,-8,11000
13,145,-7,-5.7,-7.9,11017
13,129,-7,-5.7,-7.9,11034
13,112,-7,-5.7,-7.8,11050
13,96,-7,-5.5,-7.8,11067
13,79,-7,-5.5,-7.7,11083
13,63,-7,-5.6,-7.7,11100
13,46,-7,-5.5,-7.6,11116
13,29,-7,-5.5,-7.6,11133
13,13,-7,-5.5,-7.5,11149
14,1062,-6.4,-5.5,-7.5,11166
14,1045,-5.4,-5.3,-7.4,11182
14,1029,-4.4,-5.2,-7.3,11199
14,1012,-3.4,-4.8,-7.1,11215
14,996,-2.5,-4.4,-6.8,11232
14,979,-1.5,-3.2,-6.2,11248
14,963,-0.5,-1.6,-5.2,11265
14,946,0.4,0,-3.6,11282
14,930,1.4,1.4,-1.8,11298
14,913,2.3,2.6,-0.3,11315
14,897,3.3,3.7,1.2,11331
14,880,4.3,4.9,2.4,11348
14,863,5.3,6.2,3.9,11364
14,847,6.2,7.2,5.2,11381
14,830,7.2,8.1,6.4,11397
14,814,8.1,8.9,7.6,11414
14,797,9.1,9.9,8.6,11430
14,781,10.1,10.8,9.6,11447
14,764,11,11.9,10.5,11463
14,748,12,13,11.6,11480
14,731,13,13.9,12.5,11497
14,715,14,14.9,13.5,11513
14,698,14.9,15.9,14.5,11530
14,682,15.9,16.9,15.6,11546
14,665,16.8,17.9,16.5,11563
14,648,17.8,18.9,17.5,11579
14,632,18.7,20,18.5,11596
14,615,19.7,20.9,19.4,11612
14,599,20.7,22,20.5,11629
14,582,21.7,22.9,21.5,11645
14,566,22.6,23.6,22.7,11662
14,549,23.6,24.6,23.6,11678
14,533,24.6,25.4,24.6,11695
14,516,25.5,26.4,25.5,11711
14,500,26.5,27.3,26.4,11728
14,483,27.4,28.2,27.3,11745
14,467,28.4,29.2,28.3,11761
14,450,29.4,30.2,29.2,11778
14,434,30.4,31.2,30.3,11794
14,417,31.3,32,31.3,11811
14,400,32.3,32.9,32.2,11827
14,384,33.2,33.8,33.2,11844
14,367,34.2,34.8,34.1,11860
14,351,35.2,35.7,35.1,11877
